Nitrogen,Phosphorous,Potassium,Temparature,Humidity,Ph,Moisture,rainfall,Crop Type
8,18,0,28.84,67.18,6.041433247,30.09,571.3292249,Maize
7,28,12,37.19,61.38,6.451176551,49.57,636.7075879,Maize
33,0,0,32.37,54.35,6.817004257,50.09,669.0463942,Maize
10,11,0,28.27,53.31,6.369711009,44.56,549.6175933,Maize
12,34,8,24.37,52.52,4.790875,35.28,542.6483106,Maize
39,0,0,23.46,51.39,6.002766908,66.66,620.1900331,Maize
20,14,0,29.68,59.53,6.325888091,42.04,597.6522414,Maize
27,23,0,30.88,57.35,5.931951244,42.86,607.8677851,Maize
8,34,0,28.23,66.99,5.907998335,61.65,674.4925058,Maize
10,28,3,30.2,54.14,7.458249497,39.71,535.9460233,Maize
8,31,11,35.53,75.2,6.879999091,29.57,643.2988021,Maize
10,26,7,38.74,57.13,6.458980281,29.33,644.7309939,Maize
13,17,14,28.38,63.35,4.590536489,70,617.7936957,Maize
14,13,13,28.16,47.49,7.289108505,29.78,574.1589557,Maize
10,13,3,33.46,60.05,6.09004438,38.08,510.1256537,Maize
17,22,0,26.87,55.79,6.472876078,38.33,705.7326877,Maize
37,2,0,35.21,61.64,5.462192399,45.77,739.8402689,Maize
13,44,0,26.99,58.1,6.96816066,39.21,538.6724315,Maize
14,19,0,24.63,56.02,5.706932257,63.95,639.308621,Maize
6,23,11,39.08,71.98,5.109719356,43.54,555.1125076,Maize
9,32,9,26.17,55.85,6.204632855,65.64,606.3121529,Maize
7,18,11,34.34,64.59,4.935257722,64.54,537.6135957,Maize
11,30,9,34.2,73.24,6.148345088,20,540.7822214,Maize
33,0,0,25.84,48.25,7.974211225,28.97,783.8435085,Maize
13,8,0,28.28,43.5,7.081511592,35.37,686.6290318,Maize
8,32,7,30.86,67.34,5.129740678,54.97,582.6647222,Maize
11,5,4,26.04,57.17,6.63733034,58.73,739.2177875,Maize
25,23,4,29,49.39,7.936506056,43.1,797.2506405,Maize
8,25,5,31.29,60.71,8.302166773,20,721.252045,Maize
8,14,15,34.48,65.7,6.09568854,36.95,549.6221202,Maize
12,19,12,30.31,61.48,6.551034785,37.51,698.2065769,Maize
12,33,12,27.83,53.18,6.623373926,51.26,580.5824983,Maize
17,41,3,38.8,64.99,6.369506582,64.53,640.7464297,Maize
11,44,3,22.8,50.13,5.670156558,24.57,768.5879992,Maize
18,40,4,36.61,59.51,7.398065009,61.5,774.0937228,Maize
33,3,2,25.71,51.45,6.674417532,32.95,646.4452832,Maize
36,1,0,26.74,63.11,6.103435396,41.43,518.639643,Maize
8,25,4,31.72,46.57,7.029035619,33.12,752.6379824,Maize
34,0,0,28.46,47.43,6.577917263,43.66,796.3472534,Maize
17,31,0,30.15,60.11,6.421535847,44.88,573.0380829,Maize
35,0,0,30.44,73.8,7.03303167,29.62,657.1716867,Maize
10,37,1,39.67,70.21,5.862488836,40.71,709.3348916,Maize
10,29,4,34.32,64.31,5.514624957,36.15,560.4767044,Maize
22,19,3,28.74,45.6,7.144167883,40.97,549.7193872,Maize
6,11,2,29.51,60.72,4.8736439,49.86,534.2524802,Maize
10,11,11,31.33,60.21,6.311110412,59.87,555.9321199,Maize
33,0,0,32.66,65.59,6.384606881,24.12,598.2083988,Maize
33,0,0,30.2,51.36,6.004449196,29.87,561.401683,Maize
16,43,0,36.97,75.86,6.143641685,59.72,571.077061,Maize
33,0,4,25.77,47.79,4.530873028,44.15,773.3862471,Maize
8,18,8,26.57,60.41,5.94549684,53.33,695.9418243,Maize
39,0,3,35.08,66.89,7.128776947,59.2,753.916458,Maize
20,18,0,33.41,51.2,6.132071471,45.61,684.1667969,Maize
13,31,10,32.63,62.91,6.491904919,55.52,783.1865056,Maize
11,10,1,27.47,50.13,7.121383661,43.95,623.3217067,Maize
43,0,0,29.95,54.6,6.790345498,57.41,733.6685761,Maize
8,9,4,29.99,60.53,7.171207545,36.8,698.1994543,Maize
16,9,9,36.07,68.41,6.66810738,54.45,694.0347686,Maize
33,3,0,31.52,62.74,5.000503677,54.75,586.5781306,Maize
18,18,0,25.45,59.9,6.839362144,50.43,763.359376,Maize
37,0,0,25.64,52.31,6.237308587,36.33,670.7620792,Maize
0,19,17,25.45,45.61,6.047382054,41.12,646.5640714,Maize
6,13,1,33.15,56.8,7.859427451,52.58,684.8409205,Maize
11,15,0,31.58,72.67,6.24508202,27.01,601.0938594,Maize
38,0,0,26.14,57.83,5.951451212,37.34,601.1357045,Maize
21,18,1,34.08,62.7,7.34931488,32.05,645.5941832,Maize
30,2,0,29.28,50.3,6.079574249,33.27,601.071772,Maize
7,13,17,25.74,52.83,6.913941284,35.38,687.5404889,Maize
7,42,0,39.12,70.65,6.099851389,46.22,733.7344887,Maize
11,35,1,40,63.46,6.287180838,40.95,582.5959135,Maize
44,0,2,30.4,44.22,7.255873321,31.39,565.2426967,Maize
17,16,4,25.87,52.61,6.079326823,51.85,582.7893031,Maize
18,32,0,29.16,51.64,6.016965042,30.31,791.6648141,Maize
33,0,2,32.97,44.31,6.12845227,46.49,780.480926,Maize
8,19,20,28.2,67.68,6.954540779,36.91,525.5024103,Maize
20,23,1,31.12,59.5,6.525226877,48.49,712.3428244,Maize
13,8,4,24.11,47.61,6.023052736,64.23,764.9100682,Maize
14,35,0,27.73,61.49,6.331844928,20,567.1659645,Maize
8,26,9,36.55,74.21,6.9634695,57.63,507.6105756,Maize
10,41,1,32.52,68.89,8.050380505,20.1,544.05238,Maize
8,33,3,23.7,61.92,6.971565282,38.39,692.5209525,Maize
39,0,3,22.78,60.52,6.057511121,42.05,559.9515683,Maize
12,37,3,36.93,71.6,6.44185102,35.49,620.7976356,Maize
16,30,0,28.02,48.4,6.470173808,57.89,653.4793689,Maize
15,14,0,29.49,61.66,5.3269595,51.22,673.1058015,Maize
8,16,13,37.11,61.41,5.554546254,60.83,682.4035839,Maize
9,14,1,31.31,63.35,6.35985667,63.08,552.9169621,Maize
17,12,0,23.55,44.85,5.870540821,38.3,713.4525254,Maize
2,18,14,27.52,59.49,6.668647233,43.56,680.3649157,Maize
8,28,6,32.8,46.19,6.989218916,20,609.3099167,Maize
24,24,0,28.67,61.38,8.317913272,48.54,668.0709826,Maize
11,6,3,22.28,43.79,6.085459135,63.73,712.0355599,Maize
24,17,0,21.81,44.3,7.459116386,53.45,682.6934087,Maize
11,36,4,39.52,68.5,6.629915922,46.86,555.3881957,Maize
17,19,4,36.54,59.79,6.189349766,31.06,633.7397193,Maize
20,27,0,23.16,48.77,6.197097512,42.61,721.8776527,Maize
4,25,11,32.2,67.65,6.628777456,34.68,641.5373948,Maize
32,3,0,28.94,58.91,6.113875486,26.54,588.3716516,Maize
8,16,4,22.9,52.41,6.870407025,37.35,546.7874554,Maize
24,22,0,22.79,55.32,8.342557045,40.35,726.9704676,Maize
41,0,4,23.2,50.07,6.80149558,39.24,537.8820547,Maize
3,33,4,31.38,58.81,5.605515159,20.99,773.748983,Maize
14,20,16,39.16,66.36,6.142491934,55.82,743.5553182,Maize
15,39,0,32.33,57.56,6.87302578,43.39,788.0373969,Maize
44,0,3,27.03,62.23,6.253309626,28.65,627.055698,Maize
13,18,3,27.97,47.42,5.558543818,60.83,604.9068742,Maize
6,28,7,28.1,69.82,5.419921757,63,779.1856564,Maize
16,35,0,38.35,71,5.553808072,65.66,635.8578843,Maize
39,1,0,33.73,61.45,5.628852457,61.26,614.7766157,Maize
22,21,0,30.92,64.22,6.338147913,55.34,787.0205765,Maize
17,21,0,21.54,44.06,6.487511985,29.56,602.143241,Maize
35,0,0,21.7,40.45,6.072720617,64.17,759.3441163,Maize
16,38,0,33.14,50.91,6.896245858,52.07,621.078316,Maize
24,20,0,32.94,65.59,6.638160481,37.37,777.9079497,Maize
3,19,15,29.5,43.2,6.587315241,31.87,739.3398949,Maize
4,31,14,29.53,57.3,5.887049113,28.3,713.4768113,Maize
16,12,10,23.91,47.47,5.714346343,43.3,588.2577643,Maize
8,19,17,26.43,46.63,5.015595807,42.08,757.3309534,Maize
14,27,6,32.02,55.71,5.899837846,67.83,656.657346,Maize
14,35,0,37.04,74.37,5.653481653,60.83,644.1717914,Maize
43,0,0,25.13,54.49,6.604755447,68.4,677.9828616,Maize
16,12,11,25.5,52.83,8.120005584,32.4,738.3962111,Maize
12,31,13,34.43,53.83,6.84188002,67.15,758.0774874,Maize
13,34,3,27.98,60.54,4.78788449,46.23,603.1879011,Maize
30,2,0,31.98,71.09,6.522475933,57.24,728.1507705,Maize
11,17,0,22.97,52.59,7.455574734,58.34,764.264406,Maize
4,33,5,29.44,67.64,8.41844161,34.34,571.2900928,Maize
34,4,4,33.73,70.72,6.462844629,33.03,519.4508264,Maize
25,22,0,29.27,44.77,4.690903411,37.58,534.5567199,Maize
30,2,0,33,70.78,6.709552734,53.38,629.8206823,Maize
38,0,1,34.02,68.57,6.218731732,47.58,568.4761338,Maize
37,4,0,25.12,58.53,5.120429829,38.28,775.0191775,Maize
11,11,0,26.46,54.2,7.447581659,60.37,521.8518136,Maize
15,41,0,39.43,54.27,5.598037958,49.34,652.931423,Maize
7,8,4,27.03,52.2,6.812609221,44.35,751.581156,Maize
37,0,0,26,52,4.56295912,38,671.2052109,Maize
21,18,0,35.3,68.25,5.726388336,43.64,502.9961876,Maize
36,0,3,26.2,53.65,6.233002535,56.71,613.480517,Maize
42,0,0,30.06,63.8,5.821376728,35.07,646.5124976,Maize
23,14,4,28.01,54.25,6.472380394,39.67,744.7394758,Maize
11,45,1,27.37,52.08,6.357727411,45.62,754.7368231,Maize
22,23,0,30.65,57.55,7.512576227,43.54,785.5599885,Maize
21,24,0,27.98,46.24,6.146886539,47.68,680.3507751,Maize
38,1,0,39.48,79.62,6.060656024,45,702.2779074,Maize
5,26,5,25.88,62.12,7.707559835,69.37,691.2734162,Maize
21,24,0,33.16,66.73,6.423550356,50.78,550.7528386,Maize
7,21,19,34.46,67.55,7.94675191,53.28,602.7668497,Maize
35,0,0,28.49,61.78,5.153350997,47.46,527.907083,Maize
40,4,1,36.13,61.57,6.087849435,35.14,751.851378,Maize
42,0,3,27.79,51.33,6.276196257,28.88,679.3011091,Maize
6,30,9,32.78,68.98,5.869927059,42.07,749.8901002,Maize
19,33,3,32.62,52.77,5.745220847,37.75,728.9979594,Maize
13,13,2,31.7,55.64,6.075909395,40.28,791.5564217,Maize
41,0,0,30.24,57.35,6.709910482,39.81,705.6179881,Maize
10,32,2,29,65.07,6.464903543,70,529.2966894,Maize
10,9,18,31.89,67.32,6.829718631,55.3,513.4518687,Maize
26,25,3,30.67,66.76,5.996397817,52.32,770.6989727,Maize
3,24,15,21.36,56.53,6.952932115,34.78,643.6234743,Maize
21,20,0,24.98,62.27,6.088210016,48.83,639.2894745,Maize
13,36,0,34.2,64.85,6.895116012,39.67,765.4153261,Maize
10,16,10,31.28,59.63,6.661437542,56.79,553.2519317,Maize
17,35,0,31.28,61.86,7.088367438,62.26,614.6559803,Maize
13,39,0,33.61,68.82,6.043437445,40.58,704.3647763,Maize
11,11,1,30.81,65.77,7.052385667,45.65,724.1577781,Maize
34,3,2,30.89,58.68,4.814694707,33.78,607.7500869,Maize
21,24,1,36.45,68.49,6.493309469,26.71,741.5237978,Maize
8,29,8,32.06,46.96,6.25162318,51.16,633.1012489,Maize
6,34,11,27.46,66.87,6.802436192,26.04,600.3121335,Maize
15,8,0,26.27,48.43,6.483074525,36.14,637.9199498,Maize
42,0,3,29.62,61,7.503536808,31.32,762.3225357,Maize
39,2,4,34,73.7,5.153737676,57.78,601.6046107,Maize
11,11,0,36.91,73.2,5.553096587,33.96,775.134671,Maize
36,0,0,29.98,56.89,7.191640622,32.9,687.9187533,Maize
6,10,4,24.26,61.88,6.84880954,65.71,621.0652287,Maize
8,37,6,33.98,50.38,4.888924064,53.63,731.7647532,Maize
8,6,0,30.6,46.79,6.860092737,28.45,534.2814251,Maize
24,16,1,34.72,64.79,6.244444614,24.84,570.4456671,Maize
9,38,0,31.22,74.54,6.449281737,61.36,780.6946794,Maize
7,34,0,37.65,60.86,8.394012408,24.45,556.5517647,Maize
9,27,7,31.18,72.57,7.456382778,46.74,735.3293169,Maize
15,16,0,26.34,61.87,5.666578424,22.93,574.9655359,Maize
10,13,3,33.04,56.04,6.632926302,63.33,523.2363366,Maize
13,13,17,25.23,48.23,8.20218901,21.3,603.5278735,Maize
8,17,2,37.38,70.59,5.586436028,66.29,554.1309851,Maize
33,3,0,38.75,58.17,6.980359987,52.93,653.2505363,Maize
6,15,2,30.11,48.12,6.189561388,54.43,577.2444979,Maize
20,16,3,34.24,61.19,6.413458828,31.95,754.231362,Maize
13,13,0,25.6,52.6,6.625507915,54.46,578.7591869,Maize
16,44,2,36.58,61.79,6.045193702,40.55,779.422276,Maize
3,20,18,30.37,74.96,4.938598994,45.96,695.4764399,Maize
9,17,18,38.38,65.51,7.4380181,46.26,580.161805,Maize
12,31,0,30.09,54.43,5.877024987,60.02,676.8613395,Maize
34,0,0,26.86,60.39,6.27603555,30.72,667.2624872,Maize
18,32,2,32.86,68.29,7.512705324,37.77,697.7872134,Maize
12,35,0,35.17,73.71,6.911831804,70,723.3100987,Maize
36,0,0,40,63.37,4.759090405,45.26,562.0386882,Maize
40,4,0,30.63,60.56,7.000993422,22.33,608.5824628,Maize
37,3,0,23.29,59.14,6.95118525,42.14,594.6824792,Maize
19,21,4,30.04,45.43,8.292336445,37.77,561.4868528,Maize
34,0,0,23.41,47.11,5.066338392,60.88,754.4147429,Maize
6,31,13,37.61,56.44,5.15743086,61.31,531.0695532,Maize
12,34,2,33.65,64.1,6.913146857,41.88,773.0392125,Maize
31,0,0,38.07,62.7,6.105811698,66.49,731.2240309,Maize
16,11,0,22.81,48.89,7.413763792,28.47,585.5352668,Maize
38,2,0,27.05,50.1,6.062227818,30.22,788.0502315,Maize
18,20,1,29.25,53.85,5.618673658,33.95,771.8669331,Maize
18,21,2,29.6,65.96,5.698496131,27.64,773.9222008,Maize
10,13,22,29.54,46.05,6.988051975,47.43,771.1713508,Maize
10,10,0,25.49,58.9,5.496415258,27.75,632.8062366,Maize
10,17,20,24.23,54.91,7.406609571,32.3,746.4706207,Maize
10,26,11,38.68,77.89,7.351908543,35.76,649.1558348,Maize
15,16,7,35.79,55.43,6.59241898,70,511.4735769,Maize
13,38,0,33.72,61.76,5.655712238,45.98,504.9930767,Maize
9,38,0,27.52,52.42,6.1814654,36.15,501.771971,Maize
3,16,20,29.2,62.74,7.741728781,46.45,552.7038666,Maize
9,35,1,27.7,51.81,5.125846722,52.3,593.0700612,Maize
36,0,3,31.64,58.28,5.862003666,29.1,705.5351926,Maize
38,4,0,30.71,58.51,6.241724259,42.79,725.4528086,Maize
9,38,0,35.46,70.84,7.263026509,62.84,632.6092322,Maize
12,26,4,31.52,57.93,6.708239312,68.2,672.3891545,Maize
37,0,1,32.92,60.86,5.504669751,60.26,707.4193461,Maize
23,23,0,28.48,55.48,6.240663103,25.55,734.0256479,Maize
17,10,12,22.51,50.31,5.604069457,30.59,502.5715276,Maize
8,39,0,33.14,50.64,6.569802062,55.05,508.0019449,Maize
27,23,0,37.53,67.28,6.801701384,40.79,632.9883914,Maize
13,32,1,35.77,67.17,7.099736831,42.53,554.7173342,Maize
41,0,1,30.89,57.6,4.82130033,53.41,751.5776449,Maize
37,0,4,22.76,48.08,6.035075338,34.55,772.4147179,Maize
8,11,1,23.01,46.97,4.646966755,52.66,586.066603,Maize
17,40,0,26.05,51.23,6.302119929,34.11,756.4233753,Maize
10,13,0,30.02,66.49,6.581153681,49.75,770.8237334,Maize
9,36,0,38.41,74.99,6.895652643,25.39,728.8246369,Maize
19,13,0,27.78,63.49,6.626842342,36.53,500.4767212,Maize
9,35,11,28.74,51.47,6.315569751,58.63,561.9802722,Maize
6,33,11,32.34,57.71,6.778278036,24.9,752.7088935,Maize
35,2,0,31.72,45.26,6.313624556,28.54,612.9941333,Maize
26,21,0,34.12,63.6,5.80273425,27.97,645.7497672,Maize
11,16,13,31.74,63.18,6.452455688,24.75,621.1490571,Maize
41,3,0,27.71,53.42,8.210434317,37.98,582.354861,Maize
18,33,4,35.49,70.58,6.854613574,34.23,534.7566152,Maize
32,1,1,26.38,49.88,7.684300544,65.47,740.7909424,Maize
11,13,0,28.41,61.99,6.279661811,31.54,699.3248782,Maize
12,40,2,39.45,73.14,5.576689149,24.99,604.8046715,Maize
14,12,15,31.39,61.78,6.721667646,70,572.0486244,Maize
15,38,0,33.42,65.41,7.311787133,63.33,691.3165413,Maize
9,17,12,31.19,71.44,7.242751977,46.39,656.3181493,Maize
38,3,1,31.73,51.82,5.502946623,37.23,782.1434565,Maize
12,13,8,30.4,52.84,6.841480881,59.57,743.2258642,Maize
31,4,2,30.76,50.1,5.952166229,44.85,503.4443641,Maize
9,19,18,29.34,49.57,6.992045706,20.01,750.897332,Maize
32,0,0,28.57,50.93,6.310699964,44.78,577.315015,Maize
8,5,3,24.18,53.12,6.590196375,59.3,602.6941419,Maize
39,2,0,30.65,47.72,6.084172195,37.49,669.973697,Maize
45,0,0,34.45,66.86,8.292953454,35.97,569.8035638,Maize
7,41,2,39.78,72.13,6.431959748,29.77,651.2502266,Maize
11,11,11,34.32,61.36,7.483433789,44.53,778.5594212,Maize
6,8,0,27.61,69.47,7.991670575,34.64,655.7083341,Maize
12,30,8,31.47,62.21,7.250147469,66.18,659.8619915,Maize
12,41,4,37.66,55.23,6.952359217,31.77,586.3045791,Maize
8,41,0,30,48.39,6.200341243,24.07,626.1183673,Maize
38,0,2,30.75,52.41,6.271353042,37.5,786.6827097,Maize
6,21,8,32.31,63.38,6.034317849,48.51,584.673357,Maize
10,39,0,27.2,62.82,6.423001212,65.08,538.0982935,Maize
35,0,0,26.17,51.76,6.382711906,33.52,770.9529225,Maize
7,32,7,26.78,65.69,6.271809771,55.2,706.0622393,Maize
38,3,0,25,43.01,5.409022369,70,572.7626924,Maize
21,20,0,33.46,60.18,8.336571054,43.06,690.6034378,Maize
6,19,15,26.65,56.89,8.034227755,50.34,524.5578711,Maize
22,22,0,34.33,61.6,5.721483984,35.53,546.3898607,Maize
14,13,0,21.14,58.75,6.280015966,31.2,635.8346055,Maize
39,0,3,28.71,61.58,5.442196402,39.06,774.8303308,Maize
38,0,0,34.71,71.46,6.434539779,27.27,641.4638743,Maize
18,38,0,40,68.47,6.883928579,49.84,717.6848613,Maize
39,0,0,29.42,56.7,8.216505102,47.96,504.8934158,Maize
13,8,2,37.79,66.43,7.360727938,53.61,549.6792549,Maize
15,12,8,28.25,54.74,6.966362734,70,763.9264783,Maize
8,14,16,34.91,57.74,5.526037148,67.05,561.4109023,Maize
11,29,9,28.82,62.02,6.820415864,40.63,757.7291474,Maize
38,2,0,32.87,55.38,6.218073548,34.81,617.4781228,Maize
37,4,3,30.85,62.67,6.916755978,70,570.7180604,Maize
1,12,19,31.2,58.13,6.334702589,55.28,720.1225526,Maize
42,0,3,32.07,63.03,5.887257717,39.38,642.4075042,Maize
24,15,0,26.88,54.41,6.236151843,28.3,539.50036,Maize
28,21,0,29.29,69.9,6.607506706,43.81,521.8606048,Maize
7,9,16,30.87,74.24,6.088162378,62.38,531.9747281,Maize
26,14,0,29.43,65.58,6.123563023,51.3,512.9532829,Maize
37,4,3,24.84,54.15,6.009913585,44.72,773.6300885,Maize
21,14,0,20.18,49.8,5.684605981,27.78,778.3378708,Maize
10,37,0,31.47,70.69,6.987676964,49.36,595.1779801,Maize
8,27,4,28.48,54.42,5.835347297,23.99,773.3428819,Maize
11,28,11,27.25,57.18,6.307540871,56.38,540.5137101,Maize
16,34,0,35.52,75,6.964653013,62.64,541.3791246,Maize
9,28,2,27.97,61.87,7.049883511,53.56,534.9022092,Maize
21,18,4,28.63,52.84,5.574082598,34.25,669.210054,Maize
28,21,4,26.79,51.89,5.691408494,45.51,530.2489814,Maize
5,33,10,23.96,52.37,6.424343018,25.81,720.5376263,Maize
32,0,0,25.85,48.14,6.789440327,39.33,524.6296587,Maize
6,30,8,30.41,63.03,6.778836025,49.09,650.5847627,Maize
22,22,3,21.51,55.9,5.948091825,45.54,684.63824,Maize
19,19,0,31.03,69,7.203199623,49.46,628.8316125,Maize
36,0,0,25.4,43.57,5.824374397,38.51,551.3865719,Maize
5,26,8,25.35,50.13,5.736503013,25.76,620.390906,Maize
8,11,0,28.71,64.1,6.738826403,44.78,596.1162635,Maize
1,13,17,34.99,65.23,5.726162257,27.62,778.5097782,Maize
38,0,4,25.83,51.1,4.813262305,59.57,614.1759907,Maize
25,19,0,29.86,59.28,4.804017262,62.62,631.0302611,Maize
11,42,0,37.33,67.17,6.740000679,37.59,585.0119779,Maize
34,3,0,29.04,71.09,5.942754847,21.12,506.9878049,Maize
12,30,11,29.16,50.01,6.045069032,56.58,609.5571532,Maize
18,17,3,33.95,61,6.883268134,45.29,742.0037175,Maize
37,4,2,30.63,61.45,7.564798388,23.18,552.007908,Maize
36,4,0,33.25,69.66,5.625983218,51.62,523.1015113,Maize
8,19,15,35.77,60.14,7.488188091,36.61,784.5308418,Maize
12,34,0,32.64,77.53,6.804379908,39.18,701.376125,Maize
23,26,0,31.97,57.04,6.015141287,39.26,764.8962766,Maize
23,15,0,32.93,69.74,4.822715821,37.19,650.0214495,Maize
21,24,0,30.67,44.15,6.799957624,46.13,534.5743286,Maize
3,30,5,34.36,59.48,5.551726432,61.29,563.3050316,Maize
4,28,9,37.04,68.38,5.790622401,51.4,569.8366957,Maize
11,27,8,32.93,56.53,5.766357299,28.8,566.0075015,Maize
8,25,7,37.94,60.1,6.827115522,56.48,691.6213398,Maize
8,38,0,31.96,49.13,6.084921235,52.38,550.8122978,Maize
12,32,0,29.04,52.28,5.115952773,61.27,727.9597357,Maize
41,1,0,29.08,54.19,5.643132537,61.72,583.1411085,Maize
5,32,8,31.78,44.27,6.904150536,45.07,706.1655927,Maize
7,34,6,30.06,53.68,6.261132588,70,719.3550586,Maize
11,14,8,30.61,56.22,5.633015492,43.7,675.7668829,Maize
8,12,13,25.93,54.07,6.563834875,23.84,735.1937438,Maize
12,12,0,38.94,73.94,6.728465671,64.07,576.7017358,Maize
11,12,1,26.47,55.37,5.649491607,59.34,744.1744832,Maize
22,20,2,37.61,60.54,6.681236451,64.55,646.8636059,Maize
8,6,4,35.13,65.69,7.627389259,37.76,731.9644856,Maize
5,32,10,36.5,65.85,6.739019169,42.33,603.2972189,Maize
38,4,0,22.59,45.7,8.384052903,33.13,509.9070507,Maize
26,24,2,30.78,72.03,5.259424726,70,644.1954756,Maize
46,4,3,31.24,49.93,6.722405789,37.99,742.8035774,Maize
9,30,10,28,54,6.103078945,25,501.4914959,Maize
12,31,2,36.92,69.78,5.859786457,32.64,517.5839057,Maize
5,26,6,34.51,54.79,6.164212503,54.12,625.665,Maize
16,15,0,31.75,46.82,6.181996534,37.35,737.9020621,Maize
8,5,2,27.44,54.73,5.694385418,62.9,565.9130427,Maize
19,20,0,26.75,58.1,6.002677915,39.27,637.5905842,Maize
11,16,11,38.4,67.88,6.309515267,62.06,681.5009179,Maize
12,10,0,30.88,56.44,4.535888996,68.29,684.4404914,Maize
19,21,0,25.09,54.56,6.399795787,34.08,755.5514692,Maize
12,34,0,31.38,67.84,7.208538809,59.74,771.4723062,Maize
8,10,0,33.77,70.96,6.88554685,30.96,577.5954244,Maize
37,0,3,21.78,55.6,6.175060091,33.66,588.8548052,Maize
11,43,0,31.94,71.92,7.122782873,36.07,756.2697673,Maize
35,2,0,32.22,56.29,8.141170466,48.76,711.4293058,Maize
20,20,3,27.42,62.06,6.901494002,43.64,745.1932332,Maize
44,2,0,27.72,52.05,5.536261975,49.01,502.448739,Maize
10,38,0,33.54,62.45,6.633606286,27.73,554.0425295,Maize
11,32,5,28.09,68.54,6.781764503,27.88,755.7764759,Maize
11,38,0,34.63,63.8,6.967179963,24.01,556.5531713,Maize
9,33,9,26.13,52.53,6.268331459,60.62,721.4121131,Maize
22,24,0,29.38,54.47,5.845081695,52.56,563.4925317,Maize
40,2,0,31.33,52.44,6.860883945,48.45,663.6259821,Maize
14,12,15,31,62,4.919185442,48,619.1178676,Maize
36,0,0,32.42,57.29,5.839275107,59.35,731.4304591,Maize
23,20,0,26,52,5.25515809,44,590.826189,Maize
39,2,0,35.45,70.4,7.18689726,26.6,756.5207104,Maize
15,13,0,32.21,54.41,5.872092241,61.25,586.528038,Maize
9,31,8,31.45,59.17,4.740433863,41.86,764.2130339,Maize
35,2,0,33.09,77.6,6.100871477,43.37,525.4247063,Maize
22,21,0,30,60,4.923892266,47,661.2897707,Maize
38,0,4,24.78,60.16,6.058076564,32.61,649.2301519,Maize
15,7,1,21.93,44.5,6.27155011,63.49,601.322386,Maize
7,27,8,35.8,55.37,5.521633078,57.55,568.5900194,Maize
16,10,18,27.17,69.52,6.17509742,47.69,543.9616349,Maize
5,29,9,33,64,5.94350251,51,707.5325933,Maize
6,23,15,28.01,42.25,6.996746783,31.47,624.3460929,Maize
9,16,17,32.64,71.49,7.975850791,45.45,534.0907166,Maize
23,22,0,31.78,66.16,6.393120675,38.27,640.2019553,Maize
12,31,0,35.51,72.18,6.967497988,36.2,510.4678492,Maize
12,30,1,24.83,54.28,6.554450481,62.54,747.2438173,Maize
6,21,16,26.73,56.88,6.105257258,29.16,734.9080349,Maize
12,40,1,33.53,60.05,6.225083653,37.18,754.1991246,Maize
20,25,3,26.49,52.95,7.896121727,43.97,453.8455394,Millets
36,0,1,30.44,44.11,6.274228273,42.92,230.0506874,Millets
20,21,0,33.43,57.05,7.148444716,40.58,317.1806412,Millets
24,20,3,28.08,58.59,6.986842165,44.33,284.1544718,Millets
15,38,0,39.96,60.73,5.474604502,27.3,414.8940126,Millets
12,16,0,37.77,55.25,5.924765636,50.88,501.0615629,Millets
15,9,3,27.42,50.44,6.053107012,30.86,497.7782975,Millets
11,12,12,26.97,52.44,5.784871199,68.26,265.2314854,Millets
23,20,0,26.82,47.7,5.659264678,36.38,589.9922067,Millets
23,26,0,22.26,58.83,6.529404229,33.35,404.1143604,Millets
9,41,3,25.08,66.46,6.509368476,20.54,594.1550698,Millets
8,31,8,30.19,50.07,7.641510378,55.28,402.5075015,Millets
18,20,0,35.22,68.71,8.413189578,29.33,380.7364542,Millets
4,12,0,22.55,43.39,5.397999862,55.77,556.3368065,Millets
25,21,2,24.39,44.49,6.591855803,39.38,431.1624999,Millets
